Origin,Destination,Distance_km
"Finsbury Library , Finsbury","Warwick Row, Westminster",4.1662
"Finsbury Library , Finsbury","Wenlock Road , Hoxton",0.8619
"Finsbury Library , Finsbury","West Cromwell Road, Earl's Court",7.4678
"Finsbury Library , Finsbury","Worship Street, Shoreditch",1.7981
"Godliman Street, St. Paul's","Argyle Street, Kings Cross",2.5475
"Godliman Street, St. Paul's","Bankside Mix, Bankside",0.7448
"Godliman Street, St. Paul's","Bath Street, St. Luke's",1.5976
"Godliman Street, St. Paul's","Bethnal Green Road, Shoreditch",2.0948
"Godliman Street, St. Paul's","Borough High Street, The Borough",1.3493
"Godliman Street, St. Paul's","British Museum, Bloomsbury",1.9132
"Godliman Street, St. Paul's","Cartwright Gardens , Bloomsbury",2.4141
"Godliman Street, St. Paul's","Chapel Place, Marylebone",3.3407
"Godliman Street, St. Paul's","Cotton Garden Estate, Kennington",2.4665
"Godliman Street, St. Paul's","Crosswall, Tower",1.527
"Godliman Street, St. Paul's","Doric Way , Somers Town",2.9245
"Godliman Street, St. Paul's","Drummond Street , Euston",3.0407
"Godliman Street, St. Paul's","Drury Lane, Covent Garden",1.6171
"Godliman Street, St. Paul's","Euston Road, Euston",2.8797
"Godliman Street, St. Paul's","Eversholt Street , Camden Town",3.463
"Godliman Street, St. Paul's","Finsbury Circus, Liverpool Street",1.0017
"Godliman Street, St. Paul's","Finsbury Library , Finsbury",1.6224
"Godliman Street, St. Paul's","Godliman Street, St. Paul's",0.0
"Godliman Street, St. Paul's","Golden Lane, Barbican",1.0795
"Godliman Street, St. Paul's","Gower Place , Euston",2.8686
"Godliman Street, St. Paul's","Great Russell Street, Bloomsbury",2.0706
"Godliman Street, St. Paul's","Guilford Street , Bloomsbury",1.8928
"Godliman Street, St. Paul's","Hampstead Road, Euston",3.0698
"Godliman Street, St. Paul's","Hatton Garden, Holborn",0.9356
"Godliman Street, St. Paul's","Hatton Wall, Holborn",1.2277
"Godliman Street, St. Paul's","Holborn Circus, Holborn",0.8961
"Godliman Street, St. Paul's","Holy Trinity Brompton, Knightsbridge",5.1251
"Godliman Street, St. Paul's","Hop Exchange, The Borough",1.0116
"Godliman Street, St. Paul's","Little Argyll Street, West End",2.9345
"Godliman Street, St. Paul's","Lollard Street, Vauxhall",2.4386
"Godliman Street, St. Paul's","Longford Street, The Regent's Park",3.4344
"Godliman Street, St. Paul's","Malet Street, Bloomsbury",2.3945
"Godliman Street, St. Paul's","Milroy Walk, South Bank",0.762
"Godliman Street, St. Paul's","Murray Grove , Hoxton",2.1466
"Godliman Street, St. Paul's","New Kent Road, The Borough",2.0525
"Godliman Street, St. Paul's","Queen Street 1, Bank",0.4415
"Godliman Street, St. Paul's","Russell Square Station, Bloomsbury",2.1132
"Godliman Street, St. Paul's","Scala Street, Fitzrovia",2.6836
"Godliman Street, St. Paul's","St. John Street, Finsbury",1.8071
"Godliman Street, St. Paul's","Stamford Street, South Bank",1.1556
"Godliman Street, St. Paul's","Tachbrook Street, Victoria",3.5359
"Godliman Street, St. Paul's","Tanner Street, Bermondsey",1.9374
"Godliman Street, St. Paul's","Taviton Street, Bloomsbury",2.6193
"Godliman Street, St. Paul's","Theobald's Road , Holborn",1.5126
"Godliman Street, St. Paul's","Union Street, The Borough",0.9791
"Godliman Street, St. Paul's","Vauxhall Cross, Vauxhall",3.4353
"Godliman Street, St. Paul's","Warwick Row, Westminster",3.4341
"Godliman Street, St. Paul's","Wenlock Road , Hoxton",2.0896
"Godliman Street, St. Paul's","West Cromwell Road, Earl's Court",7.1725
"Godliman Street, St. Paul's","Worship Street, Shoreditch",1.694
"Golden Lane, Barbican","Argyle Street, Kings Cross",2.2099
"Golden Lane, Barbican","Bankside Mix, Bankside",1.8149
"Golden Lane, Barbican","Bath Street, St. Luke's",0.5248
"Golden Lane, Barbican","Bethnal Green Road, Shoreditch",1.3806
"Golden Lane, Barbican","Borough High Street, The Borough",2.341
"Golden Lane, Barbican","British Museum, Bloomsbury",2.1107
"Golden Lane, Barbican","Cartwright Gardens , Bloomsbury",2.2391
"Golden Lane, Barbican","Chapel Place, Marylebone",3.718
"Golden Lane, Barbican","Cotton Garden Estate, Kennington",3.5422
"Golden Lane, Barbican","Crosswall, Tower",1.6482
"Golden Lane, Barbican","Doric Way , Somers Town",2.7296
"Golden Lane, Barbican","Drummond Street , Euston",2.9426
"Golden Lane, Barbican","Drury Lane, Covent Garden",2.0706
"Golden Lane, Barbican","Euston Road, Euston",2.8074
"Golden Lane, Barbican","Eversholt Street , Camden Town",3.1839
"Golden Lane, Barbican","Finsbury Circus, Liverpool Street",0.7486
"Golden Lane, Barbican","Finsbury Library , Finsbury",0.8759
"Golden Lane, Barbican","Godliman Street, St. Paul's",1.0795
"Golden Lane, Barbican","Golden Lane, Barbican",0.0
"Golden Lane, Barbican","Gower Place , Euston",2.8432
"Golden Lane, Barbican","Great Russell Street, Bloomsbury",2.3524
"Golden Lane, Barbican","Guilford Street , Bloomsbury",1.7888
"Golden Lane, Barbican","Hampstead Road, Euston",3.0565
"Golden Lane, Barbican","Hatton Garden, Holborn",0.9925
"Golden Lane, Barbican","Hatton Wall, Holborn",1.0054
"Golden Lane, Barbican","Holborn Circus, Holborn",1.0683
"Golden Lane, Barbican","Holy Trinity Brompton, Knightsbridge",5.8378
"Golden Lane, Barbican","Hop Exchange, The Borough",1.9128
"Golden Lane, Barbican","Little Argyll Street, West End",3.347
"Golden Lane, Barbican","Lollard Street, Vauxhall",3.5083
"Golden Lane, Barbican","Longford Street, The Regent's Park",3.4587
"Golden Lane, Barbican","Malet Street, Bloomsbury",2.4878
"Golden Lane, Barbican","Milroy Walk, South Bank",1.8065
"Golden Lane, Barbican","Murray Grove , Hoxton",1.0672
"Golden Lane, Barbican","New Kent Road, The Borough",3.0388
"Golden Lane, Barbican","Queen Street 1, Bank",1.1386
"Golden Lane, Barbican","Russell Square Station, Bloomsbury",2.0595
"Golden Lane, Barbican","Scala Street, Fitzrovia",2.883
"Golden Lane, Barbican","St. John Street, Finsbury",1.0215
"Golden Lane, Barbican","Stamford Street, South Bank",2.1545
"Golden Lane, Barbican","Tachbrook Street, Victoria",4.4818
"Golden Lane, Barbican","Tanner Street, Bermondsey",2.5908
"Golden Lane, Barbican","Taviton Street, Bloomsbury",2.5646
"Golden Lane, Barbican","Theobald's Road , Holborn",1.5422
"Golden Lane, Barbican","Union Street, The Borough",2.0273
"Golden Lane, Barbican","Vauxhall Cross, Vauxhall",4.4927
"Golden Lane, Barbican","Warwick Row, Westminster",4.27
"Golden Lane, Barbican","Wenlock Road , Hoxton",1.0286
"Golden Lane, Barbican","West Cromwell Road, Earl's Court",7.8313
"Golden Lane, Barbican","Worship Street, Shoreditch",1.0286
"Gower Place , Euston","Argyle Street, Kings Cross",0.9066
"Gower Place , Euston","Bankside Mix, Bankside",3.2441
"Gower Place , Euston","Bath Street, St. Luke's",3.0685
"Gower Place , Euston","Bethnal Green Road, Shoreditch",4.1847
"Gower Place , Euston","Borough High Street, The Borough",3.9192
"Gower Place , Euston","British Museum, Bloomsbury",0.998
"Gower Place , Euston","Cartwright Gardens , Bloomsbury",0.6494
"Gower Place , Euston","Chapel Place, Marylebone",1.3812
"Gower Place , Euston","Cotton Garden Estate, Kennington",4.3222
"Gower Place , Euston","Crosswall, Tower",4.2943
"Gower Place , Euston","Doric Way , Somers Town",0.4496
"Gower Place , Euston","Drummond Street , Euston",0.2409
"Gower Place , Euston","Drury Lane, Covent Garden",1.4687
"Gower Place , Euston","Euston Road, Euston",0.1245
"Gower Place , Euston","Eversholt Street , Camden Town",0.872
"Gower Place , Euston","Finsbury Circus, Liverpool Street",3.4761
"Gower Place , Euston","Finsbury Library , Finsbury",2.1434
"Gower Place , Euston","Godliman Street, St. Paul's",2.8686
"Gower Place , Euston","Golden Lane, Barbican",2.8432
"Gower Place , Euston","Gower Place , Euston",0.0
"Gower Place , Euston","Great Russell Street, Bloomsbury",0.9763
"Gower Place , Euston","Guilford Street , Bloomsbury",1.0577
"Gower Place , Euston","Hampstead Road, Euston",0.2134
"Gower Place , Euston","Hatton Garden, Holborn",2.0094
"Gower Place , Euston","Hatton Wall, Holborn",1.8543
"Gower Place , Euston","Holborn Circus, Holborn",2.0061
"Gower Place , Euston","Holy Trinity Brompton, Knightsbridge",3.9065
"Gower Place , Euston","Hop Exchange, The Borough",3.7778
"Gower Place , Euston","Little Argyll Street, West End",1.2685
"Gower Place , Euston","Lollard Street, Vauxhall",3.8603
"Gower Place , Euston","Longford Street, The Regent's Park",0.6168
"Gower Place , Euston","Malet Street, Bloomsbury",0.5137
"Gower Place , Euston","Milroy Walk, South Bank",2.8305
"Gower Place , Euston","Murray Grove , Hoxton",3.2036
"Gower Place , Euston","New Kent Road, The Borough",4.5032
"Gower Place , Euston","Queen Street 1, Bank",3.2951
"Gower Place , Euston","Russell Square Station, Bloomsbury",0.7916
"Gower Place , Euston","Scala Street, Fitzrovia",0.5937
"Gower Place , Euston","St. John Street, Finsbury",2.1361
"Gower Place , Euston","Stamford Street, South Bank",2.7278
"Gower Place , Euston","Tachbrook Street, Victoria",3.6889
"Gower Place , Euston","Tanner Street, Bermondsey",4.7755
"Gower Place , Euston","Taviton Street, Bloomsbury",0.2793
"Gower Place , Euston","Theobald's Road , Holborn",1.3796
"Gower Place , Euston","Union Street, The Borough",3.4903
"Gower Place , Euston","Vauxhall Cross, Vauxhall",4.4336
"Gower Place , Euston","Warwick Row, Westminster",3.0752
"Gower Place , Euston","Wenlock Road , Hoxton",2.927
"Gower Place , Euston","West Cromwell Road, Earl's Court",5.5982
"Gower Place , Euston","Worship Street, Shoreditch",3.8656
"Great Russell Street, Bloomsbury","Argyle Street, Kings Cross",1.3276
"Great Russell Street, Bloomsbury","Bankside Mix, Bankside",2.328
"Great Russell Street, Bloomsbury","Bath Street, St. Luke's",2.7166
"Great Russell Street, Bloomsbury","Bethnal Green Road, Shoreditch",3.7324
"Great Russell Street, Bloomsbury","Borough High Street, The Borough",2.9845
"Great Russell Street, Bloomsbury","British Museum, Bloomsbury",0.2663
"Great Russell Street, Bloomsbury","Cartwright Gardens , Bloomsbury",0.9684
"Great Russell Street, Bloomsbury","Chapel Place, Marylebone",1.3656
"Great Russell Street, Bloomsbury","Cotton Garden Estate, Kennington",3.3487
"Great Russell Street, Bloomsbury","Crosswall, Tower",3.5762
"Great Russell Street, Bloomsbury","Doric Way , Somers Town",1.2719
"Great Russell Street, Bloomsbury","Drummond Street , Euston",1.2087
"Great Russell Street, Bloomsbury","Drury Lane, Covent Garden",0.51
"Great Russell Street, Bloomsbury","Euston Road, Euston",1.0492
"Great Russell Street, Bloomsbury","Eversholt Street , Camden Town",1.8079
"Great Russell Street, Bloomsbury","Finsbury Circus, Liverpool Street",2.8495
"Great Russell Street, Bloomsbury","Finsbury Library , Finsbury",1.912
"Great Russell Street, Bloomsbury","Godliman Street, St. Paul's",2.0706
"Great Russell Street, Bloomsbury","Golden Lane, Barbican",2.3524
"Great Russell Street, Bloomsbury","Gower Place , Euston",0.9763
"Great Russell Street, Bloomsbury","Great Russell Street, Bloomsbury",0.0
"Great Russell Street, Bloomsbury","Guilford Street , Bloomsbury",0.819
"Great Russell Street, Bloomsbury","Hampstead Road, Euston",1.1272
"Great Russell Street, Bloomsbury","Hatton Garden, Holborn",1.3772
"Great Russell Street, Bloomsbury","Hatton Wall, Holborn",1.3755
"Great Russell Street, Bloomsbury","Holborn Circus, Holborn",1.3285
"Great Russell Street, Bloomsbury","Holy Trinity Brompton, Knightsbridge",3.6551
"Great Russell Street, Bloomsbury","Hop Exchange, The Borough",2.8907
"Great Russell Street, Bloomsbury","Little Argyll Street, West End",1.0052
"Great Russell Street, Bloomsbury","Lollard Street, Vauxhall",2.9039
"Great Russell Street, Bloomsbury","Longford Street, The Regent's Park",1.4235
"Great Russell Street, Bloomsbury","Malet Street, Bloomsbury",0.4744
"Great Russell Street, Bloomsbury","Milroy Walk, South Bank",1.8964
"Great Russell Street, Bloomsbury","Murray Grove , Hoxton",3.0133
"Great Russell Street, Bloomsbury","New Kent Road, The Borough",3.543
"Great Russell Street, Bloomsbury","Queen Street 1, Bank",2.5116
"Great Russell Street, Bloomsbury","Russell Square Station, Bloomsbury",0.6835
"Great Russell Street, Bloomsbury","Scala Street, Fitzrovia",0.6164
"Great Russell Street, Bloomsbury","St. John Street, Finsbury",1.9896
"Great Russell Street, Bloomsbury","Stamford Street, South Bank",1.7584
"Great Russell Street, Bloomsbury","Tachbrook Street, Victoria",2.9398
"Great Russell Street, Bloomsbury","Tanner Street, Bermondsey",3.9021
"Great Russell Street, Bloomsbury","Taviton Street, Bloomsbury",0.8459
"Great Russell Street, Bloomsbury","Theobald's Road , Holborn",0.8359
"Great Russell Street, Bloomsbury","Union Street, The Borough",2.5621
"Great Russell Street, Bloomsbury","Vauxhall Cross, Vauxhall",3.5448
"Great Russell Street, Bloomsbury","Warwick Row, Westminster",2.4302
"Great Russell Street, Bloomsbury","Wenlock Road , Hoxton",2.7735
"Great Russell Street, Bloomsbury","West Cromwell Road, Earl's Court",5.5576
"Great Russell Street, Bloomsbury","Worship Street, Shoreditch",3.3668
"Guilford Street , Bloomsbury","Argyle Street, Kings Cross",0.7228
"Guilford Street , Bloomsbury","Bankside Mix, Bankside",2.3911
"Guilford Street , Bloomsbury","Bath Street, St. Luke's",2.0505
"Guilford Street , Bloomsbury","Bethnal Green Road, Shoreditch",3.1445
"Guilford Street , Bloomsbury","Borough High Street, The Borough",3.0825
"Guilford Street , Bloomsbury","British Museum, Bloomsbury",0.5665
"Guilford Street , Bloomsbury","Cartwright Gardens , Bloomsbury",0.5214
"Guilford Street , Bloomsbury","Chapel Place, Marylebone",2.0711
"Guilford Street , Bloomsbury","Cotton Garden Estate, Kennington",3.7489
"Guilford Street , Bloomsbury","Crosswall, Tower",3.2548
"Guilford Street , Bloomsbury","Doric Way , Somers Town",1.0329
"Guilford Street , Bloomsbury","Drummond Street , Euston",1.1825
"Guilford Street , Bloomsbury","Drury Lane, Covent Garden",0.9638
"Guilford Street , Bloomsbury","Euston Road, Euston",1.0339
"Guilford Street , Bloomsbury","Eversholt Street , Camden Town",1.5718
"Guilford Street , Bloomsbury","Finsbury Circus, Liverpool Street",2.4216
"Guilford Street , Bloomsbury","Finsbury Library , Finsbury",1.1624
"Guilford Street , Bloomsbury","Godliman Street, St. Paul's",1.8928
"Guilford Street , Bloomsbury","Golden Lane, Barbican",1.7888
"Guilford Street , Bloomsbury","Gower Place , Euston",1.0577
"Guilford Street , Bloomsbury","Great Russell Street, Bloomsbury",0.819
"Guilford Street , Bloomsbury","Guilford Street , Bloomsbury",0.0
"Guilford Street , Bloomsbury","Hampstead Road, Euston",1.271
"Guilford Street , Bloomsbury","Hatton Garden, Holborn",0.9809
"Guilford Street , Bloomsbury","Hatton Wall, Holborn",0.797
"Guilford Street , Bloomsbury","Holborn Circus, Holborn",0.9991
"Guilford Street , Bloomsbury","Holy Trinity Brompton, Knightsbridge",4.4623
"Guilford Street , Bloomsbury","Hop Exchange, The Borough",2.864
"Guilford Street , Bloomsbury","Little Argyll Street, West End",1.7674
"Guilford Street , Bloomsbury","Lollard Street, Vauxhall",3.4072
"Guilford Street , Bloomsbury","Longford Street, The Regent's Park",1.671
"Guilford Street , Bloomsbury","Malet Street, Bloomsbury",0.7316
"Guilford Street , Bloomsbury","Milroy Walk, South Bank",2.0346
"Guilford Street , Bloomsbury","Murray Grove , Hoxton",2.2655
"Guilford Street , Bloomsbury","New Kent Road, The Borough",3.7281
"Guilford Street , Bloomsbury","Queen Street 1, Bank",2.2974
"Guilford Street , Bloomsbury","Russell Square Station, Bloomsbury",0.2713
"Guilford Street , Bloomsbury","Scala Street, Fitzrovia",1.1603
"Guilford Street , Bloomsbury","St. John Street, Finsbury",1.2072
"Guilford Street , Bloomsbury","Stamford Street, South Bank",2.0643
"Guilford Street , Bloomsbury","Tachbrook Street, Victoria",3.6937
"Guilford Street , Bloomsbury","Tanner Street, Bermondsey",3.8288
"Guilford Street , Bloomsbury","Taviton Street, Bloomsbury",0.7815
"Guilford Street , Bloomsbury","Theobald's Road , Holborn",0.3907
"Guilford Street , Bloomsbury","Union Street, The Borough",2.6522
"Guilford Street , Bloomsbury","Vauxhall Cross, Vauxhall",4.1724
"Guilford Street , Bloomsbury","Warwick Row, Westminster",3.2288
"Guilford Street , Bloomsbury","Wenlock Road , Hoxton",2.0081
"Guilford Street , Bloomsbury","West Cromwell Road, Earl's Court",6.3287
"Guilford Street , Bloomsbury","Worship Street, Shoreditch",2.8147
"Hampstead Road, Euston","Argyle Street, Kings Cross",1.0781
"Hampstead Road, Euston","Bankside Mix, Bankside",3.4265
"Hampstead Road, Euston","Bath Street, St. Luke's",3.2783
"Hampstead Road, Euston","Bethnal Green Road, Shoreditch",4.3965
"Hampstead Road, Euston","Borough High Street, The Borough",4.0965
"Hampstead Road, Euston","British Museum, Bloomsbury",1.1813
"Hampstead Road, Euston","Cartwright Gardens , Bloomsbury",0.8524
"Hampstead Road, Euston","Chapel Place, Marylebone",1.2963
"Hampstead Road, Euston","Cotton Garden Estate, Kennington",4.4538
"Hampstead Road, Euston","Crosswall, Tower",4.5038
"Hampstead Road, Euston","Doric Way , Somers Town",0.5524
"Hampstead Road, Euston","Drummond Street , Euston",0.2491
"Hampstead Road, Euston","Drury Lane, Covent Garden",1.6315
"Hampstead Road, Euston","Euston Road, Euston",0.2756
"Hampstead Road, Euston","Eversholt Street , Camden Town",0.8358
"Hampstead Road, Euston","Finsbury Circus, Liverpool Street",3.6885
"Hampstead Road, Euston","Finsbury Library , Finsbury",2.3512
"Hampstead Road, Euston","Godliman Street, St. Paul's",3.0698
"Hampstead Road, Euston","Golden Lane, Barbican",3.0565
"Hampstead Road, Euston","Gower Place , Euston",0.2134
"Hampstead Road, Euston","Great Russell Street, Bloomsbury",1.1272
"Hampstead Road, Euston","Guilford Street , Bloomsbury",1.271
"Hampstead Road, Euston","Hampstead Road, Euston",0.0
"Hampstead Road, Euston","Hatton Garden, Holborn",2.2191
"Hampstead Road, Euston","Hatton Wall, Holborn",2.0675
"Hampstead Road, Euston","Holborn Circus, Holborn",2.2134
"Hampstead Road, Euston","Holy Trinity Brompton, Knightsbridge",3.8135
"Hampstead Road, Euston","Hop Exchange, The Borough",3.9677
"Hampstead Road, Euston","Little Argyll Street, West End",1.2476
"Hampstead Road, Euston","Lollard Street, Vauxhall",3.9736
"Hampstead Road, Euston","Longford Street, The Regent's Park",0.4049
"Hampstead Road, Euston","Malet Street, Bloomsbury",0.6896
"Hampstead Road, Euston","Milroy Walk, South Bank",3.0068
"Hampstead Road, Euston","Murray Grove , Hoxton",3.4039
"Hampstead Road, Euston","New Kent Road, The Borough",4.6686
"Hampstead Road, Euston","Queen Street 1, Bank",3.4986
"Hampstead Road, Euston","Russell Square Station, Bloomsbury",1.0043
"Hampstead Road, Euston","Scala Street, Fitzrovia",0.6439
"Hampstead Road, Euston","St. John Street, Finsbury",2.3391
"Hampstead Road, Euston","Stamford Street, South Bank",2.8856
"Hampstead Road, Euston","Tachbrook Street, Victoria",3.7174
"Hampstead Road, Euston","Tanner Street, Bermondsey",4.969
"Hampstead Road, Euston","Taviton Street, Bloomsbury",0.4922
"Hampstead Road, Euston","Theobald's Road , Holborn",1.5887
"Hampstead Road, Euston","Union Street, The Borough",3.6694
"Hampstead Road, Euston","Vauxhall Cross, Vauxhall",4.5079
"Hampstead Road, Euston","Warwick Row, Westminster",3.0802
"Hampstead Road, Euston","Wenlock Road , Hoxton",3.1258
"Hampstead Road, Euston","West Cromwell Road, Earl's Court",5.4581
"Hampstead Road, Euston","Worship Street, Shoreditch",4.0786
"Hatton Garden, Holborn","Argyle Street, Kings Cross",1.6122
"Hatton Garden, Holborn","Bankside Mix, Bankside",1.5449
"Hatton Garden, Holborn","Bath Street, St. Luke's",1.425
"Hatton Garden, Holborn","Bethnal Green Road, Shoreditch",2.3638
"Hatton Garden, Holborn","Borough High Street, The Borough",2.2221
"Hatton Garden, Holborn","British Museum, Bloomsbury",1.1524
"Hatton Garden, Holborn","Cartwright Gardens , Bloomsbury",1.498
"Hatton Garden, Holborn","Chapel Place, Marylebone",2.7388
"Hatton Garden, Holborn","Cotton Garden Estate, Kennington",3.1232
"Hatton Garden, Holborn","Crosswall, Tower",2.2848
"Hatton Garden, Holborn","Doric Way , Somers Town",2.0116
"Hatton Garden, Holborn","Drummond Street , Euston",2.157
"Hatton Garden, Holborn","Drury Lane, Covent Garden",1.0805
"Hatton Garden, Holborn","Euston Road, Euston",2.0025
"Hatton Garden, Holborn","Eversholt Street , Camden Town",2.5389
"Hatton Garden, Holborn","Finsbury Circus, Liverpool Street",1.4896
"Hatton Garden, Holborn","Finsbury Library , Finsbury",0.9148
"Hatton Garden, Holborn","Godliman Street, St. Paul's",0.9356
"Hatton Garden, Holborn","Golden Lane, Barbican",0.9925
"Hatton Garden, Holborn","Gower Place , Euston",2.0094
"Hatton Garden, Holborn","Great Russell Street, Bloomsbury",1.3772
"Hatton Garden, Holborn","Guilford Street , Bloomsbury",0.9809
"Hatton Garden, Holborn","Hampstead Road, Euston",2.2191
"Hatton Garden, Holborn","Hatton Garden, Holborn",0.0
"Hatton Garden, Holborn","Hatton Wall, Holborn",0.3225
"Hatton Garden, Holborn","Holborn Circus, Holborn",0.1066
"Hatton Garden, Holborn","Holy Trinity Brompton, Knightsbridge",4.8598
"Hatton Garden, Holborn","Hop Exchange, The Borough",1.9385
"Hatton Garden, Holborn","Little Argyll Street, West End",2.3603
"Hatton Garden, Holborn","Lollard Street, Vauxhall",2.9243
"Hatton Garden, Holborn","Longford Street, The Regent's Park",2.6057
"Hatton Garden, Holborn","Malet Street, Bloomsbury",1.5823
"Hatton Garden, Holborn","Milroy Walk, South Bank",1.2937
"Hatton Garden, Holborn","Murray Grove , Hoxton",1.8421
"Hatton Garden, Holborn","New Kent Road, The Borough",2.9065
"Hatton Garden, Holborn","Queen Street 1, Bank",1.3206
"Hatton Garden, Holborn","Russell Square Station, Bloomsbury",1.225
"Hatton Garden, Holborn","Scala Street, Fitzrovia",1.9419
"Hatton Garden, Holborn","St. John Street, Finsbury",1.0846
"Hatton Garden, Holborn","Stamford Street, South Bank",1.4947
"Hatton Garden, Holborn","Tachbrook Street, Victoria",3.6376
"Hatton Garden, Holborn","Tanner Street, Bermondsey",2.8694
"Hatton Garden, Holborn","Taviton Street, Bloomsbury",1.7438
"Hatton Garden, Holborn","Theobald's Road , Holborn",0.6307
"Hatton Garden, Holborn","Union Street, The Borough",1.8078
"Hatton Garden, Holborn","Vauxhall Cross, Vauxhall",3.8321
"Hatton Garden, Holborn","Warwick Row, Westminster",3.3479
"Hatton Garden, Holborn","Wenlock Road , Hoxton",1.6688
"Hatton Garden, Holborn","West Cromwell Road, Earl's Court",6.842
"Hatton Garden, Holborn","Worship Street, Shoreditch",1.9916
"Hatton Wall, Holborn","Argyle Street, Kings Cross",1.3459
"Hatton Wall, Holborn","Bankside Mix, Bankside",1.8644
"Hatton Wall, Holborn","Bath Street, St. Luke's",1.3415
"Hatton Wall, Holborn","Bethnal Green Road, Shoreditch",2.38
"Hatton Wall, Holborn","Borough High Street, The Borough",2.5376
"Hatton Wall, Holborn","British Museum, Bloomsbury",1.1217
"Hatton Wall, Holborn","Cartwright Gardens , Bloomsbury",1.2852
"Hatton Wall, Holborn","Chapel Place, Marylebone",2.7358
"Hatton Wall, Holborn","Cotton Garden Estate, Kennington",3.4413
"Hatton Wall, Holborn","Crosswall, Tower",2.474
"Hatton Wall, Holborn","Doric Way , Somers Town",1.795
"Hatton Wall, Holborn","Drummond Street , Euston",1.9743
"Hatton Wall, Holborn","Drury Lane, Covent Garden",1.1929
"Hatton Wall, Holborn","Euston Road, Euston",1.8295
"Hatton Wall, Holborn","Eversholt Street , Camden Town",2.2992
"Hatton Wall, Holborn","Finsbury Circus, Liverpool Street",1.6264
"Hatton Wall, Holborn","Finsbury Library , Finsbury",0.6498
"Hatton Wall, Holborn","Godliman Street, St. Paul's",1.2277
"Hatton Wall, Holborn","Golden Lane, Barbican",1.0054
"Hatton Wall, Holborn","Gower Place , Euston",1.8543
"Hatton Wall, Holborn","Great Russell Street, Bloomsbury",1.3755
"Hatton Wall, Holborn","Guilford Street , Bloomsbury",0.797
"Hatton Wall, Holborn","Hampstead Road, Euston",2.0675
"Hatton Wall, Holborn","Hatton Garden, Holborn",0.3225
"Hatton Wall, Holborn","Hatton Wall, Holborn",0.0
"Hatton Wall, Holborn","Holborn Circus, Holborn",0.4133
"Hatton Wall, Holborn","Holy Trinity Brompton, Knightsbridge",4.9675
"Hatton Wall, Holborn","Hop Exchange, The Borough",2.2382
"Hatton Wall, Holborn","Little Argyll Street, West End",2.3802
"Hatton Wall, Holborn","Lollard Street, Vauxhall",3.2264
"Hatton Wall, Holborn","Longford Street, The Regent's Park",2.4659
"Hatton Wall, Holborn","Malet Street, Bloomsbury",1.4824
"Hatton Wall, Holborn","Milroy Walk, South Bank",1.6145
"Hatton Wall, Holborn","Murray Grove , Hoxton",1.6798
"Hatton Wall, Holborn","New Kent Road, The Borough",3.2255
"Hatton Wall, Holborn","Queen Street 1, Bank",1.5809
"Hatton Wall, Holborn","Russell Square Station, Bloomsbury",1.0639
"Hatton Wall, Holborn","Scala Street, Fitzrovia",1.8805
"Hatton Wall, Holborn","St. John Street, Finsbury",0.8016
"Hatton Wall, Holborn","Stamford Street, South Bank",1.7984
"Hatton Wall, Holborn","Tachbrook Street, Victoria",3.8633
"Hatton Wall, Holborn","Tanner Street, Bermondsey",3.1445
"Hatton Wall, Holborn","Taviton Street, Bloomsbury",1.5784
"Hatton Wall, Holborn","Theobald's Road , Holborn",0.5445
"Hatton Wall, Holborn","Union Street, The Borough",2.1267
"Hatton Wall, Holborn","Vauxhall Cross, Vauxhall",4.1161
"Hatton Wall, Holborn","Warwick Row, Westminster",3.5278
"Hatton Wall, Holborn","Wenlock Road , Hoxton",1.4724
"Hatton Wall, Holborn","West Cromwell Road, Earl's Court",6.9159
"Hatton Wall, Holborn","Worship Street, Shoreditch",2.034
"Holborn Circus, Holborn","Argyle Street, Kings Cross",1.6565
"Holborn Circus, Holborn","Bankside Mix, Bankside",1.4709
"Holborn Circus, Holborn","Bath Street, St. Luke's",1.516
"Holborn Circus, Holborn","Bethnal Green Road, Shoreditch",2.4297
"Holborn Circus, Holborn","Borough High Street, The Borough",2.1536
"Holborn Circus, Holborn","British Museum, Bloomsbury",1.1156
"Holborn Circus, Holborn","Cartwright Gardens , Bloomsbury",1.52
"Holborn Circus, Holborn","Chapel Place, Marylebone",2.6834
"Holborn Circus, Holborn","Cotton Garden Estate, Kennington",3.028
"Holborn Circus, Holborn","Crosswall, Tower",2.2938
"Holborn Circus, Holborn","Doric Way , Somers Town",2.032
"Holborn Circus, Holborn","Drummond Street , Euston",2.1632
"Holborn Circus, Holborn","Drury Lane, Covent Garden",1.0028
"Holborn Circus, Holborn","Euston Road, Euston",2.0057
"Holborn Circus, Holborn","Eversholt Street , Camden Town",2.5673
"Holborn Circus, Holborn","Finsbury Circus, Liverpool Street",1.5234
"Holborn Circus, Holborn","Finsbury Library , Finsbury",1.0205
"Holborn Circus, Holborn","Godliman Street, St. Paul's",0.8961
"Holborn Circus, Holborn","Golden Lane, Barbican",1.0683
"Holborn Circus, Holborn","Gower Place , Euston",2.0061
"Holborn Circus, Holborn","Great Russell Street, Bloomsbury",1.3285
"Holborn Circus, Holborn","Guilford Street , Bloomsbury",0.9991
"Holborn Circus, Holborn","Hampstead Road, Euston",2.2134
"Holborn Circus, Holborn","Hatton Garden, Holborn",0.1066
"Holborn Circus, Holborn","Hatton Wall, Holborn",0.4133
