Number,Start date,Start station,End date,End station,Total duration,Total duration (ms),Start datetime,End datetime
138241014,2024-03-30,"Union Street, The Borough",2024-03-30,"Union Street, The Borough",45s,45524,2024-03-30 17:21:00,2024-03-30 17:22:00
138240749,2024-03-30,"Hampstead Road, Euston",2024-03-30,"Hampstead Road, Euston",41s,41021,2024-03-30 17:14:00,2024-03-30 17:14:00
138240668,2024-03-30,"Hampstead Road, Euston",2024-03-30,"Hampstead Road, Euston",2m 14s,134189,2024-03-30 17:11:00,2024-03-30 17:13:00
138240271,2024-03-30,"Warwick Row, Westminster",2024-03-30,"Tachbrook Street, Victoria",3m 59s,239880,2024-03-30 16:58:00,2024-03-30 17:02:00
138238085,2024-03-30,"Tachbrook Street, Victoria",2024-03-30,"Tachbrook Street, Victoria",19m 55s,1195484,2024-03-30 15:49:00,2024-03-30 16:09:00
138236857,2024-03-30,"Bankside Mix, Bankside",2024-03-30,"Hop Exchange, The Borough",5m 56s,356075,2024-03-30 15:11:00,2024-03-30 15:17:00
138236713,2024-03-30,"Stamford Street, South Bank",2024-03-30,"Milroy Walk, South Bank",4m 5s,245973,2024-03-30 15:06:00,2024-03-30 15:10:00
138234768,2024-03-30,"Bankside Mix, Bankside",2024-03-30,"Hop Exchange, The Borough",3m 28s,208118,2024-03-30 14:05:00,2024-03-30 14:08:00
138234558,2024-03-30,"Bath Street, St. Luke's",2024-03-30,"Bethnal Green Road, Shoreditch",7m 47s,467975,2024-03-30 13:58:00,2024-03-30 14:06:00
138231861,2024-03-30,"Hop Exchange, The Borough",2024-03-30,"Hop Exchange, The Borough",46s,46439,2024-03-30 12:23:00,2024-03-30 12:24:00
138229684,2024-03-30,"Warwick Row, Westminster",2024-03-30,"Warwick Row, Westminster",3m 51s,231461,2024-03-30 10:59:00,2024-03-30 11:03:00
138229202,2024-03-30,"Bath Street, St. Luke's",2024-03-30,"Golden Lane, Barbican",4m 44s,284566,2024-03-30 10:39:00,2024-03-30 10:44:00
138228905,2024-03-30,"Bethnal Green Road, Shoreditch",2024-03-30,"Golden Lane, Barbican",8m 48s,528064,2024-03-30 10:22:00,2024-03-30 10:31:00
138228456,2024-03-30,"Milroy Walk, South Bank",2024-03-30,"Bankside Mix, Bankside",2m 54s,174994,2024-03-30 09:57:00,2024-03-30 10:00:00
138227332,2024-03-30,"Golden Lane, Barbican",2024-03-30,"Bethnal Green Road, Shoreditch",8m 40s,520812,2024-03-30 08:29:00,2024-03-30 08:37:00
138227268,2024-03-30,"Bankside Mix, Bankside",2024-03-30,"Union Street, The Borough",3m 7s,187712,2024-03-30 08:21:00,2024-03-30 08:24:00
138227150,2024-03-30,"Golden Lane, Barbican",2024-03-30,"Bath Street, St. Luke's",5m 41s,341342,2024-03-30 08:04:00,2024-03-30 08:10:00
138227138,2024-03-30,"Union Street, The Borough",2024-03-30,"Bankside Mix, Bankside",12m 50s,770265,2024-03-30 08:02:00,2024-03-30 08:15:00
138227061,2024-03-30,"Bath Street, St. Luke's",2024-03-30,"Golden Lane, Barbican",6m 16s,376249,2024-03-30 07:47:00,2024-03-30 07:53:00
138226362,2024-03-30,"Hop Exchange, The Borough",2024-03-30,"Hop Exchange, The Borough",34s,34384,2024-03-30 01:55:00,2024-03-30 01:56:00
138226191,2024-03-30,"Bankside Mix, Bankside",2024-03-30,"Hop Exchange, The Borough",2m 35s,155282,2024-03-30 00:50:00,2024-03-30 00:52:00
138226189,2024-03-30,"Bankside Mix, Bankside",2024-03-30,"Hop Exchange, The Borough",3m 48s,228311,2024-03-30 00:49:00,2024-03-30 00:53:00
138224504,2024-03-29,"Hop Exchange, The Borough",2024-03-29,"Union Street, The Borough",1m 56s,116708,2024-03-29 20:43:00,2024-03-29 20:45:00
138224120,2024-03-29,"Warwick Row, Westminster",2024-03-29,"Tachbrook Street, Victoria",12m 6s,726239,2024-03-29 20:06:00,2024-03-29 20:18:00
138222986,2024-03-29,"Hop Exchange, The Borough",2024-03-29,"Hampstead Road, Euston",18m 58s,1138149,2024-03-29 18:48:00,2024-03-29 19:07:00
138220442,2024-03-29,"Hop Exchange, The Borough",2024-03-29,"Bethnal Green Road, Shoreditch",17m 7s,1027279,2024-03-29 16:59:00,2024-03-29 17:16:00
138220452,2024-03-29,"Hop Exchange, The Borough",2024-03-29,"Bethnal Green Road, Shoreditch",16m 48s,1008236,2024-03-29 16:59:00,2024-03-29 17:16:00
138220347,2024-03-29,"Gower Place , Euston",2024-03-29,"Warwick Row, Westminster",23m 36s,1416788,2024-03-29 16:54:00,2024-03-29 17:18:00
138219479,2024-03-29,"Warwick Row, Westminster",2024-03-29,"Tachbrook Street, Victoria",7m 38s,458510,2024-03-29 16:16:00,2024-03-29 16:24:00
138219100,2024-03-29,"Stamford Street, South Bank",2024-03-29,"Stamford Street, South Bank",3m 38s,218707,2024-03-29 16:00:00,2024-03-29 16:03:00
138218873,2024-03-29,"Milroy Walk, South Bank",2024-03-29,"Union Street, The Borough",3m 41s,221485,2024-03-29 15:49:00,2024-03-29 15:53:00
138218609,2024-03-29,"Union Street, The Borough",2024-03-29,"Milroy Walk, South Bank",5m 26s,326183,2024-03-29 15:38:00,2024-03-29 15:44:00
138217940,2024-03-29,"Golden Lane, Barbican",2024-03-29,"Golden Lane, Barbican",2m 46s,166073,2024-03-29 15:11:00,2024-03-29 15:14:00
138217108,2024-03-29,"Hop Exchange, The Borough",2024-03-29,"Hop Exchange, The Borough",4s,4157,2024-03-29 14:36:00,2024-03-29 14:36:00
138217061,2024-03-29,"Milroy Walk, South Bank",2024-03-29,"Union Street, The Borough",4m 6s,246993,2024-03-29 14:34:00,2024-03-29 14:38:00
138216831,2024-03-29,"Union Street, The Borough",2024-03-29,"Milroy Walk, South Bank",4m 49s,289932,2024-03-29 14:24:00,2024-03-29 14:29:00
138215376,2024-03-29,"Milroy Walk, South Bank",2024-03-29,"Bath Street, St. Luke's",15m 4s,904841,2024-03-29 13:15:00,2024-03-29 13:31:00
138215254,2024-03-29,"Godliman Street, St. Paul's",2024-03-29,"Milroy Walk, South Bank",5m 2s,302055,2024-03-29 13:09:00,2024-03-29 13:14:00
138215118,2024-03-29,"Bankside Mix, Bankside",2024-03-29,"Hop Exchange, The Borough",2m 29s,149931,2024-03-29 13:03:00,2024-03-29 13:05:00
138212414,2024-03-29,"Hop Exchange, The Borough",2024-03-29,"Milroy Walk, South Bank",4m 8s,248990,2024-03-29 10:25:00,2024-03-29 10:29:00
138212189,2024-03-29,"Milroy Walk, South Bank",2024-03-29,"Hop Exchange, The Borough",5m 7s,307027,2024-03-29 10:08:00,2024-03-29 10:14:00
138212107,2024-03-29,"Bethnal Green Road, Shoreditch",2024-03-29,"Hop Exchange, The Borough",10m 41s,641712,2024-03-29 10:02:00,2024-03-29 10:13:00
138212006,2024-03-29,"Bethnal Green Road, Shoreditch",2024-03-29,"Hop Exchange, The Borough",13m 22s,802891,2024-03-29 09:55:00,2024-03-29 10:09:00
138211920,2024-03-29,"Bethnal Green Road, Shoreditch",2024-03-29,"Bethnal Green Road, Shoreditch",4s,4244,2024-03-29 09:48:00,2024-03-29 09:48:00
138211026,2024-03-29,"Golden Lane, Barbican",2024-03-29,"Bath Street, St. Luke's",5m 53s,353800,2024-03-29 08:09:00,2024-03-29 08:15:00
138210798,2024-03-29,"Bath Street, St. Luke's",2024-03-29,"Golden Lane, Barbican",12m 41s,761770,2024-03-29 07:24:00,2024-03-29 07:37:00
138209787,2024-03-28,"Bethnal Green Road, Shoreditch",2024-03-28,"Hop Exchange, The Borough",11m 37s,697060,2024-03-28 23:24:00,2024-03-28 23:35:00
138208881,2024-03-28,"Bath Street, St. Luke's",2024-03-28,"Bath Street, St. Luke's",39m 44s,2384476,2024-03-28 21:14:00,2024-03-28 21:54:00
138208851,2024-03-28,"Bankside Mix, Bankside",2024-03-28,"Hop Exchange, The Borough",3m 16s,196987,2024-03-28 21:11:00,2024-03-28 21:14:00
138208829,2024-03-28,"Warwick Row, Westminster",2024-03-28,"Hampstead Road, Euston",14m 46s,886909,2024-03-28 21:09:00,2024-03-28 21:24:00
138208754,2024-03-28,"Godliman Street, St. Paul's",2024-03-28,"Milroy Walk, South Bank",4m 45s,285965,2024-03-28 21:02:00,2024-03-28 21:07:00
138207728,2024-03-28,"Hop Exchange, The Borough",2024-03-28,"Bethnal Green Road, Shoreditch",11m 14s,674456,2024-03-28 19:39:00,2024-03-28 19:50:00
138207697,2024-03-28,"Bath Street, St. Luke's",2024-03-28,"Bath Street, St. Luke's",19s,19470,2024-03-28 19:36:00,2024-03-28 19:36:00
138207662,2024-03-28,"Milroy Walk, South Bank",2024-03-28,"Hop Exchange, The Borough",5m 8s,308898,2024-03-28 19:34:00,2024-03-28 19:39:00
138207011,2024-03-28,"Golden Lane, Barbican",2024-03-28,"Bethnal Green Road, Shoreditch",9m 54s,594205,2024-03-28 19:00:00,2024-03-28 19:10:00
138207014,2024-03-28,"Golden Lane, Barbican",2024-03-28,"Bethnal Green Road, Shoreditch",9m 45s,585760,2024-03-28 19:00:00,2024-03-28 19:10:00
138206930,2024-03-28,"Bankside Mix, Bankside",2024-03-28,"Union Street, The Borough",2m 12s,132226,2024-03-28 18:57:00,2024-03-28 18:59:00
138206483,2024-03-28,"Hop Exchange, The Borough",2024-03-28,"Bankside Mix, Bankside",2m 53s,173129,2024-03-28 18:39:00,2024-03-28 18:42:00
138206409,2024-03-28,"Golden Lane, Barbican",2024-03-28,"Bath Street, St. Luke's",2m 33s,153555,2024-03-28 18:36:00,2024-03-28 18:39:00
138205476,2024-03-28,"Bath Street, St. Luke's",2024-03-28,"Bethnal Green Road, Shoreditch",5m 47s,347041,2024-03-28 18:06:00,2024-03-28 18:12:00
138204731,2024-03-28,"Stamford Street, South Bank",2024-03-28,"Stamford Street, South Bank",1m 4s,64672,2024-03-28 17:42:00,2024-03-28 17:43:00
138203607,2024-03-28,"Hop Exchange, The Borough",2024-03-28,"Hop Exchange, The Borough",58m 25s,3505541,2024-03-28 17:05:00,2024-03-28 18:03:00
138203351,2024-03-28,"Golden Lane, Barbican",2024-03-28,"Bath Street, St. Luke's",3m 22s,202964,2024-03-28 16:54:00,2024-03-28 16:57:00
138202950,2024-03-28,"Hop Exchange, The Borough",2024-03-28,"Bankside Mix, Bankside",2m 22s,142351,2024-03-28 16:34:00,2024-03-28 16:36:00
138202804,2024-03-28,"Bankside Mix, Bankside",2024-03-28,"Hop Exchange, The Borough",1m 53s,113775,2024-03-28 16:25:00,2024-03-28 16:27:00
138202788,2024-03-28,"Hop Exchange, The Borough",2024-03-28,"Hop Exchange, The Borough",40m 34s,2434920,2024-03-28 16:24:00,2024-03-28 17:04:00
138202758,2024-03-28,"Bankside Mix, Bankside",2024-03-28,"Hop Exchange, The Borough",2m 14s,134494,2024-03-28 16:22:00,2024-03-28 16:24:00
138202358,2024-03-28,"Hop Exchange, The Borough",2024-03-28,"Hop Exchange, The Borough",24m 13s,1453699,2024-03-28 15:58:00,2024-03-28 16:22:00
138202109,2024-03-28,"Gower Place , Euston",2024-03-28,"Gower Place , Euston",2s,2737,2024-03-28 15:40:00,2024-03-28 15:40:00
138201950,2024-03-28,"Stamford Street, South Bank",2024-03-28,"Milroy Walk, South Bank",4m 58s,298865,2024-03-28 15:25:00,2024-03-28 15:30:00
138201906,2024-03-28,"Hop Exchange, The Borough",2024-03-28,"Stamford Street, South Bank",7m 57s,477252,2024-03-28 15:22:00,2024-03-28 15:30:00
138201887,2024-03-28,"Hampstead Road, Euston",2024-03-28,"Hampstead Road, Euston",10s,10334,2024-03-28 15:21:00,2024-03-28 15:21:00
138201164,2024-03-28,"Hop Exchange, The Borough",2024-03-28,"Milroy Walk, South Bank",6m 16s,376025,2024-03-28 14:03:00,2024-03-28 14:09:00
138200823,2024-03-28,"Milroy Walk, South Bank",2024-03-28,"Hop Exchange, The Borough",6m 17s,377508,2024-03-28 13:24:00,2024-03-28 13:30:00
138200062,2024-03-28,"Hop Exchange, The Borough",2024-03-28,"Bankside Mix, Bankside",3m 5s,185277,2024-03-28 11:21:00,2024-03-28 11:24:00
138199835,2024-03-28,"Bankside Mix, Bankside",2024-03-28,"Hop Exchange, The Borough",3m 21s,201983,2024-03-28 11:01:00,2024-03-28 11:04:00
138199574,2024-03-28,"Bankside Mix, Bankside",2024-03-28,"Milroy Walk, South Bank",3m 16s,196228,2024-03-28 10:44:00,2024-03-28 10:47:00
138199324,2024-03-28,"Milroy Walk, South Bank",2024-03-28,"Union Street, The Borough",6m 17s,377773,2024-03-28 10:28:00,2024-03-28 10:34:00
138199092,2024-03-28,"Hop Exchange, The Borough",2024-03-28,"Bankside Mix, Bankside",7m 34s,454824,2024-03-28 10:12:00,2024-03-28 10:19:00
138196329,2024-03-28,"Union Street, The Borough",2024-03-28,"Bankside Mix, Bankside",4m 4s,244821,2024-03-28 08:20:00,2024-03-28 08:24:00
138193671,2024-03-28,"New Kent Road, The Borough",2024-03-28,"Hop Exchange, The Borough",4m 28s,268347,2024-03-28 06:19:00,2024-03-28 06:24:00
138193540,2024-03-28,"Union Street, The Borough",2024-03-28,"Union Street, The Borough",46m 48s,2808037,2024-03-28 05:57:00,2024-03-28 06:44:00
138192364,2024-03-27,"Bath Street, St. Luke's",2024-03-27,"Bath Street, St. Luke's",29m 16s,1756351,2024-03-27 22:14:00,2024-03-27 22:44:00
138191772,2024-03-27,"Golden Lane, Barbican",2024-03-27,"Bankside Mix, Bankside",11m 17s,677551,2024-03-27 21:24:00,2024-03-27 21:35:00
138191110,2024-03-27,"Bethnal Green Road, Shoreditch",2024-03-27,"Bethnal Green Road, Shoreditch",4m 54s,294824,2024-03-27 20:32:00,2024-03-27 20:37:00
138190329,2024-03-27,"Warwick Row, Westminster",2024-03-27,"Warwick Row, Westminster",13s,13881,2024-03-27 19:47:00,2024-03-27 19:47:00
138187829,2024-03-27,"Hop Exchange, The Borough",2024-03-27,"Hop Exchange, The Borough",1h 53m 22s,6802710,2024-03-27 18:25:00,2024-03-27 20:19:00
138187474,2024-03-27,"Scala Street, Fitzrovia",2024-03-27,"Bethnal Green Road, Shoreditch",21m 13s,1273041,2024-03-27 18:17:00,2024-03-27 18:38:00
138187403,2024-03-27,"Hop Exchange, The Borough",2024-03-27,"Hop Exchange, The Borough",36m 23s,2183983,2024-03-27 18:16:00,2024-03-27 18:52:00
138187368,2024-03-27,"Bankside Mix, Bankside",2024-03-27,"Hop Exchange, The Borough",2m 38s,158791,2024-03-27 18:15:00,2024-03-27 18:17:00
138187257,2024-03-27,"Godliman Street, St. Paul's",2024-03-27,"Godliman Street, St. Paul's",3m 30s,210085,2024-03-27 18:13:00,2024-03-27 18:16:00
138185767,2024-03-27,"Milroy Walk, South Bank",2024-03-27,"Hop Exchange, The Borough",4m 24s,264269,2024-03-27 17:41:00,2024-03-27 17:45:00
138182872,2024-03-27,"Hop Exchange, The Borough",2024-03-27,"Hop Exchange, The Borough",1h 12m 1s,4321885,2024-03-27 16:18:00,2024-03-27 17:30:00
138182707,2024-03-27,"Union Street, The Borough",2024-03-27,"Union Street, The Borough",1h 6m 13s,3973692,2024-03-27 16:10:00,2024-03-27 17:16:00
138182644,2024-03-27,"Union Street, The Borough",2024-03-27,"Union Street, The Borough",1h 8m 44s,4124634,2024-03-27 16:07:00,2024-03-27 17:16:00
138182596,2024-03-27,"Union Street, The Borough",2024-03-27,"Union Street, The Borough",1h 10m 46s,4246297,2024-03-27 16:05:00,2024-03-27 17:16:00
138182141,2024-03-27,"Hop Exchange, The Borough",2024-03-27,"Hop Exchange, The Borough",36m 15s,2175364,2024-03-27 15:40:00,2024-03-27 16:17:00
138179849,2024-03-27,"Stamford Street, South Bank",2024-03-27,"Bankside Mix, Bankside",6m 2s,362681,2024-03-27 12:36:00,2024-03-27 12:42:00
138179248,2024-03-27,"Hop Exchange, The Borough",2024-03-27,"Union Street, The Borough",4m 8s,248561,2024-03-27 11:59:00,2024-03-27 12:03:00
138178705,2024-03-27,"Bankside Mix, Bankside",2024-03-27,"Bankside Mix, Bankside",18m 29s,1109774,2024-03-27 11:23:00,2024-03-27 11:41:00
138178609,2024-03-27,"Warwick Row, Westminster",2024-03-27,"Warwick Row, Westminster",19m 28s,1168344,2024-03-27 11:14:00,2024-03-27 11:34:00
138177769,2024-03-27,"Hop Exchange, The Borough",2024-03-27,"Bankside Mix, Bankside",2m 53s,173243,2024-03-27 10:22:00,2024-03-27 10:25:00
138173886,2024-03-27,"Hop Exchange, The Borough",2024-03-27,"Bankside Mix, Bankside",2m 39s,159911,2024-03-27 08:27:00,2024-03-27 08:30:00
138173606,2024-03-27,"Bethnal Green Road, Shoreditch",2024-03-27,"Bethnal Green Road, Shoreditch",5m 35s,335306,2024-03-27 08:22:00,2024-03-27 08:28:00
138172436,2024-03-27,"Gower Place , Euston",2024-03-27,"Scala Street, Fitzrovia",2m 41s,161068,2024-03-27 07:59:00,2024-03-27 08:01:00
138171394,2024-03-27,"Hop Exchange, The Borough",2024-03-27,"Bankside Mix, Bankside",2m 11s,131302,2024-03-27 07:31:00,2024-03-27 07:33:00
138171421,2024-03-27,"Milroy Walk, South Bank",2024-03-27,"Stamford Street, South Bank",2m 53s,173188,2024-03-27 07:32:00,2024-03-27 07:34:00
138169959,2024-03-27,"Union Street, The Borough",2024-03-27,"Union Street, The Borough",56m 51s,3411735,2024-03-27 06:07:00,2024-03-27 07:04:00
138168557,2024-03-26,"Warwick Row, Westminster",2024-03-26,"Hampstead Road, Euston",15m 9s,909447,2024-03-26 20:32:00,2024-03-26 20:48:00
138167002,2024-03-26,"Union Street, The Borough",2024-03-26,"Union Street, The Borough",4m 45s,285001,2024-03-26 18:23:00,2024-03-26 18:28:00
138164804,2024-03-26,"Bankside Mix, Bankside",2024-03-26,"Hop Exchange, The Borough",2m 35s,155527,2024-03-26 16:30:00,2024-03-26 16:32:00
138164642,2024-03-26,"Union Street, The Borough",2024-03-26,"Union Street, The Borough",29m 33s,1773061,2024-03-26 16:17:00,2024-03-26 16:47:00
138164621,2024-03-26,"Hop Exchange, The Borough",2024-03-26,"Stamford Street, South Bank",5m 27s,327851,2024-03-26 16:15:00,2024-03-26 16:21:00
138164221,2024-03-26,"Hop Exchange, The Borough",2024-03-26,"Bankside Mix, Bankside",3m 48s,228747,2024-03-26 15:44:00,2024-03-26 15:47:00
138164182,2024-03-26,"Hop Exchange, The Borough",2024-03-26,"Hop Exchange, The Borough",41m 14s,2474437,2024-03-26 15:41:00,2024-03-26 16:22:00
138164183,2024-03-26,"Hop Exchange, The Borough",2024-03-26,"Hop Exchange, The Borough",40m 59s,2459272,2024-03-26 15:41:00,2024-03-26 16:22:00
138162739,2024-03-26,"Bankside Mix, Bankside",2024-03-26,"Milroy Walk, South Bank",4m 38s,278723,2024-03-26 14:03:00,2024-03-26 14:08:00
138162128,2024-03-26,"Warwick Row, Westminster",2024-03-26,"Hop Exchange, The Borough",1h 5m 8s,3908671,2024-03-26 13:29:00,2024-03-26 14:34:00
138162107,2024-03-26,"Warwick Row, Westminster",2024-03-26,"Hop Exchange, The Borough",1h 6m 15s,3975470,2024-03-26 13:28:00,2024-03-26 14:34:00
138162114,2024-03-26,"Warwick Row, Westminster",2024-03-26,"Hop Exchange, The Borough",1h 6m 56s,4016365,2024-03-26 13:28:00,2024-03-26 14:35:00
138162118,2024-03-26,"Warwick Row, Westminster",2024-03-26,"Hop Exchange, The Borough",1h 6m 15s,3975432,2024-03-26 13:28:00,2024-03-26 14:35:00
138162084,2024-03-26,"Warwick Row, Westminster",2024-03-26,"Hop Exchange, The Borough",1h 7m 36s,4056571,2024-03-26 13:27:00,2024-03-26 14:35:00
138160025,2024-03-26,"Bethnal Green Road, Shoreditch",2024-03-26,"Bethnal Green Road, Shoreditch",15m 15s,915929,2024-03-26 11:40:00,2024-03-26 11:56:00
138159561,2024-03-26,"Hampstead Road, Euston",2024-03-26,"Hampstead Road, Euston",58m 42s,3522977,2024-03-26 11:12:00,2024-03-26 12:11:00
138159270,2024-03-26,"Hop Exchange, The Borough",2024-03-26,"Union Street, The Borough",1m 57s,117804,2024-03-26 10:56:00,2024-03-26 10:58:00
138158918,2024-03-26,"Milroy Walk, South Bank",2024-03-26,"Hop Exchange, The Borough",4m 42s,282383,2024-03-26 10:38:00,2024-03-26 10:43:00
138158826,2024-03-26,"Hop Exchange, The Borough",2024-03-26,"Bankside Mix, Bankside",2m 56s,176235,2024-03-26 10:33:00,2024-03-26 10:36:00
138158145,2024-03-26,"Hop Exchange, The Borough",2024-03-26,"Hop Exchange, The Borough",10s,10055,2024-03-26 09:55:00,2024-03-26 09:55:00
138156793,2024-03-26,"New Kent Road, The Borough",2024-03-26,"New Kent Road, The Borough",11s,11335,2024-03-26 09:08:00,2024-03-26 09:08:00
138156723,2024-03-26,"Hop Exchange, The Borough",2024-03-26,"Bankside Mix, Bankside",1m 57s,117350,2024-03-26 09:07:00,2024-03-26 09:09:00
138155928,2024-03-26,"Stamford Street, South Bank",2024-03-26,"Stamford Street, South Bank",19s,19861,2024-03-26 08:50:00,2024-03-26 08:50:00
138155816,2024-03-26,"Bath Street, St. Luke's",2024-03-26,"Gower Place , Euston",15m 30s,930211,2024-03-26 08:48:00,2024-03-26 09:04:00
138154730,2024-03-26,"Hampstead Road, Euston",2024-03-26,"Hampstead Road, Euston",1m 18s,78519,2024-03-26 08:31:00,2024-03-26 08:32:00
138154129,2024-03-26,"New Kent Road, The Borough",2024-03-26,"Hop Exchange, The Borough",5m 37s,337629,2024-03-26 08:21:00,2024-03-26 08:27:00
138153699,2024-03-26,"Gower Place , Euston",2024-03-26,"Scala Street, Fitzrovia",3m 13s,193965,2024-03-26 08:14:00,2024-03-26 08:17:00
138152452,2024-03-26,"Union Street, The Borough",2024-03-26,"Union Street, The Borough",13m 32s,812588,2024-03-26 07:48:00,2024-03-26 08:02:00
138150373,2024-03-26,"New Kent Road, The Borough",2024-03-26,"Hop Exchange, The Borough",4m 49s,289506,2024-03-26 06:18:00,2024-03-26 06:23:00
138149904,2024-03-26,"Tachbrook Street, Victoria",2024-03-26,"Tachbrook Street, Victoria",9m 37s,577197,2024-03-26 00:50:00,2024-03-26 00:59:00
138149133,2024-03-25,"Bankside Mix, Bankside",2024-03-25,"Union Street, The Borough",6m 28s,388350,2024-03-25 22:03:00,2024-03-25 22:10:00
138149033,2024-03-25,"Hampstead Road, Euston",2024-03-25,"Hampstead Road, Euston",33m 45s,2025611,2024-03-25 21:54:00,2024-03-25 22:28:00
138148658,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Golden Lane, Barbican",9m 56s,596561,2024-03-25 21:18:00,2024-03-25 21:28:00
138147970,2024-03-25,"Milroy Walk, South Bank",2024-03-25,"Stamford Street, South Bank",2m 57s,177376,2024-03-25 20:25:00,2024-03-25 20:28:00
138147710,2024-03-25,"Stamford Street, South Bank",2024-03-25,"Milroy Walk, South Bank",2m 38s,158700,2024-03-25 20:10:00,2024-03-25 20:13:00
138146374,2024-03-25,"Godliman Street, St. Paul's",2024-03-25,"Bethnal Green Road, Shoreditch",11m 46s,706672,2024-03-25 19:13:00,2024-03-25 19:25:00
138146299,2024-03-25,"Milroy Walk, South Bank",2024-03-25,"Milroy Walk, South Bank",11s,11326,2024-03-25 19:10:00,2024-03-25 19:10:00
138145142,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Milroy Walk, South Bank",4m 29s,269607,2024-03-25 18:37:00,2024-03-25 18:41:00
138144753,2024-03-25,"Warwick Row, Westminster",2024-03-25,"Warwick Row, Westminster",10s,10479,2024-03-25 18:26:00,2024-03-25 18:26:00
138144551,2024-03-25,"Stamford Street, South Bank",2024-03-25,"Golden Lane, Barbican",13m 21s,801429,2024-03-25 18:22:00,2024-03-25 18:35:00
138144508,2024-03-25,"Bethnal Green Road, Shoreditch",2024-03-25,"Bethnal Green Road, Shoreditch",2h 21m 35s,8495641,2024-03-25 18:21:00,2024-03-25 20:42:00
138144058,2024-03-25,"Godliman Street, St. Paul's",2024-03-25,"Hop Exchange, The Borough",6m 28s,388480,2024-03-25 18:12:00,2024-03-25 18:18:00
138143328,2024-03-25,"Gower Place , Euston",2024-03-25,"Gower Place , Euston",16s,16959,2024-03-25 17:56:00,2024-03-25 17:56:00
138143032,2024-03-25,"Godliman Street, St. Paul's",2024-03-25,"Godliman Street, St. Paul's",2s,2573,2024-03-25 17:50:00,2024-03-25 17:50:00
138142550,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Stamford Street, South Bank",5m 54s,354708,2024-03-25 17:40:00,2024-03-25 17:46:00
138141371,2024-03-25,"Bethnal Green Road, Shoreditch",2024-03-25,"Bethnal Green Road, Shoreditch",43m 57s,2637621,2024-03-25 17:14:00,2024-03-25 17:58:00
138141057,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Hop Exchange, The Borough",26m 1s,1561320,2024-03-25 17:07:00,2024-03-25 17:33:00
138140434,2024-03-25,"Bath Street, St. Luke's",2024-03-25,"Golden Lane, Barbican",3m 14s,194137,2024-03-25 16:48:00,2024-03-25 16:51:00
138140395,2024-03-25,"Godliman Street, St. Paul's",2024-03-25,"Godliman Street, St. Paul's",1m 55s,115366,2024-03-25 16:47:00,2024-03-25 16:49:00
138140413,2024-03-25,"Godliman Street, St. Paul's",2024-03-25,"Godliman Street, St. Paul's",1m 34s,94433,2024-03-25 16:47:00,2024-03-25 16:49:00
138140422,2024-03-25,"Godliman Street, St. Paul's",2024-03-25,"Godliman Street, St. Paul's",1m 35s,95633,2024-03-25 16:47:00,2024-03-25 16:49:00
138140311,2024-03-25,"Godliman Street, St. Paul's",2024-03-25,"Godliman Street, St. Paul's",2m 32s,152351,2024-03-25 16:44:00,2024-03-25 16:46:00
138140313,2024-03-25,"Godliman Street, St. Paul's",2024-03-25,"Godliman Street, St. Paul's",2m 32s,152561,2024-03-25 16:44:00,2024-03-25 16:46:00
138140314,2024-03-25,"Godliman Street, St. Paul's",2024-03-25,"Godliman Street, St. Paul's",2m 32s,152589,2024-03-25 16:44:00,2024-03-25 16:46:00
138139822,2024-03-25,"Golden Lane, Barbican",2024-03-25,"Bath Street, St. Luke's",4m 4s,244743,2024-03-25 16:26:00,2024-03-25 16:30:00
138139325,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Hop Exchange, The Borough",1h 0m 24s,3624156,2024-03-25 16:06:00,2024-03-25 17:06:00
138138726,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Hop Exchange, The Borough",17s,17184,2024-03-25 15:36:00,2024-03-25 15:37:00
138138654,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Hop Exchange, The Borough",31m 30s,1890981,2024-03-25 15:33:00,2024-03-25 16:05:00
138137858,2024-03-25,"Milroy Walk, South Bank",2024-03-25,"Milroy Walk, South Bank",9m 20s,560511,2024-03-25 14:49:00,2024-03-25 14:58:00
138137599,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Hop Exchange, The Borough",1h 0m 14s,3614289,2024-03-25 14:32:00,2024-03-25 15:33:00
138137370,2024-03-25,"Union Street, The Borough",2024-03-25,"Hop Exchange, The Borough",2m 33s,153202,2024-03-25 14:18:00,2024-03-25 14:21:00
138136204,2024-03-25,"Bethnal Green Road, Shoreditch",2024-03-25,"Union Street, The Borough",11m 52s,712676,2024-03-25 13:11:00,2024-03-25 13:23:00
138135320,2024-03-25,"Bethnal Green Road, Shoreditch",2024-03-25,"Bethnal Green Road, Shoreditch",35s,35883,2024-03-25 12:21:00,2024-03-25 12:22:00
138135166,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Bankside Mix, Bankside",2m 52s,172675,2024-03-25 12:11:00,2024-03-25 12:14:00
