Number,Start date,Start station,End date,End station,Total duration,Total duration (ms),Start datetime,End datetime
138752070,2024-04-22,"Bethnal Green Road, Shoreditch",2024-04-22,"Hop Exchange, The Borough",15m 54s,954730,2024-04-22 09:07:00,2024-04-22 09:23:00
138751691,2024-04-22,"Stamford Street, South Bank",2024-04-22,"Milroy Walk, South Bank",3m 36s,216065,2024-04-22 08:58:00,2024-04-22 09:02:00
138751501,2024-04-22,"Hop Exchange, The Borough",2024-04-22,"Stamford Street, South Bank",5m 33s,333744,2024-04-22 08:54:00,2024-04-22 09:00:00
138751139,2024-04-22,"Stamford Street, South Bank",2024-04-22,"Godliman Street, St. Paul's",5m 49s,349891,2024-04-22 08:47:00,2024-04-22 08:53:00
138751064,2024-04-22,"Stamford Street, South Bank",2024-04-22,"Stamford Street, South Bank",10s,10855,2024-04-22 08:46:00,2024-04-22 08:46:00
138750627,2024-04-22,"Milroy Walk, South Bank",2024-04-22,"Hop Exchange, The Borough",6m 10s,370326,2024-04-22 08:38:00,2024-04-22 08:44:00
138749972,2024-04-22,"Stamford Street, South Bank",2024-04-22,"Hop Exchange, The Borough",6m 0s,360826,2024-04-22 08:27:00,2024-04-22 08:33:00
138748561,2024-04-22,"Hop Exchange, The Borough",2024-04-22,"New Kent Road, The Borough",7m 11s,431677,2024-04-22 07:59:00,2024-04-22 08:06:00
138746201,2024-04-22,"New Kent Road, The Borough",2024-04-22,"Hop Exchange, The Borough",5m 1s,301586,2024-04-22 06:06:00,2024-04-22 06:11:00
138745857,2024-04-22,"Hop Exchange, The Borough",2024-04-22,"Bankside Mix, Bankside",2m 43s,163287,2024-04-22 00:37:00,2024-04-22 00:39:00
138744992,2024-04-21,"Stamford Street, South Bank",2024-04-21,"Godliman Street, St. Paul's",1h 2m 49s,3769140,2024-04-21 21:25:00,2024-04-21 22:28:00
138743805,2024-04-21,"Tachbrook Street, Victoria",2024-04-21,"Tachbrook Street, Victoria",6m 1s,361645,2024-04-21 19:38:00,2024-04-21 19:44:00
138741011,2024-04-21,"Gower Place , Euston",2024-04-21,"Gower Place , Euston",7s,7612,2024-04-21 17:22:00,2024-04-21 17:22:00
138740818,2024-04-21,"Golden Lane, Barbican",2024-04-21,"Bath Street, St. Luke's",3m 19s,199496,2024-04-21 17:13:00,2024-04-21 17:17:00
138739790,2024-04-21,"Hop Exchange, The Borough",2024-04-21,"Milroy Walk, South Bank",6m 0s,360579,2024-04-21 16:32:00,2024-04-21 16:38:00
138739140,2024-04-21,"Warwick Row, Westminster",2024-04-21,"Warwick Row, Westminster",1m 9s,69489,2024-04-21 16:05:00,2024-04-21 16:07:00
138738551,2024-04-21,"Warwick Row, Westminster",2024-04-21,"Warwick Row, Westminster",57s,57278,2024-04-21 15:42:00,2024-04-21 15:43:00
138738186,2024-04-21,"Milroy Walk, South Bank",2024-04-21,"Milroy Walk, South Bank",36m 15s,2175556,2024-04-21 15:28:00,2024-04-21 16:04:00
138737605,2024-04-21,"Hop Exchange, The Borough",2024-04-21,"Stamford Street, South Bank",8m 14s,494891,2024-04-21 15:08:00,2024-04-21 15:17:00
138737515,2024-04-21,"Hop Exchange, The Borough",2024-04-21,"Hop Exchange, The Borough",49s,49386,2024-04-21 15:06:00,2024-04-21 15:06:00
138737104,2024-04-21,"Warwick Row, Westminster",2024-04-21,"Warwick Row, Westminster",1m 2s,62946,2024-04-21 14:49:00,2024-04-21 14:50:00
138736021,2024-04-21,"Hampstead Road, Euston",2024-04-21,"Hampstead Road, Euston",58s,58967,2024-04-21 14:09:00,2024-04-21 14:10:00
138735187,2024-04-21,"Bethnal Green Road, Shoreditch",2024-04-21,"Bethnal Green Road, Shoreditch",19m 48s,1188644,2024-04-21 13:39:00,2024-04-21 13:59:00
138733521,2024-04-21,"Hampstead Road, Euston",2024-04-21,"Bath Street, St. Luke's",21m 6s,1266256,2024-04-21 12:38:00,2024-04-21 12:59:00
138733504,2024-04-21,"Bath Street, St. Luke's",2024-04-21,"Warwick Row, Westminster",37m 30s,2250813,2024-04-21 12:37:00,2024-04-21 13:15:00
138733135,2024-04-21,"Bethnal Green Road, Shoreditch",2024-04-21,"Bethnal Green Road, Shoreditch",9s,9214,2024-04-21 12:23:00,2024-04-21 12:23:00
138732452,2024-04-21,"Warwick Row, Westminster",2024-04-21,"Warwick Row, Westminster",1h 10m 28s,4228794,2024-04-21 11:56:00,2024-04-21 13:07:00
138731987,2024-04-21,"Godliman Street, St. Paul's",2024-04-21,"Godliman Street, St. Paul's",18m 6s,1086396,2024-04-21 11:39:00,2024-04-21 11:57:00
138731969,2024-04-21,"Godliman Street, St. Paul's",2024-04-21,"Godliman Street, St. Paul's",19m 39s,1179003,2024-04-21 11:38:00,2024-04-21 11:58:00
138731983,2024-04-21,"Godliman Street, St. Paul's",2024-04-21,"Godliman Street, St. Paul's",18m 10s,1090813,2024-04-21 11:39:00,2024-04-21 11:57:00
138731985,2024-04-21,"Godliman Street, St. Paul's",2024-04-21,"Godliman Street, St. Paul's",18m 13s,1093601,2024-04-21 11:39:00,2024-04-21 11:57:00
138731938,2024-04-21,"Godliman Street, St. Paul's",2024-04-21,"Godliman Street, St. Paul's",19m 56s,1196226,2024-04-21 11:37:00,2024-04-21 11:57:00
138731949,2024-04-21,"Godliman Street, St. Paul's",2024-04-21,"Godliman Street, St. Paul's",19m 23s,1163506,2024-04-21 11:37:00,2024-04-21 11:57:00
138731962,2024-04-21,"Godliman Street, St. Paul's",2024-04-21,"Godliman Street, St. Paul's",19m 7s,1147850,2024-04-21 11:38:00,2024-04-21 11:57:00
138731964,2024-04-21,"Godliman Street, St. Paul's",2024-04-21,"Godliman Street, St. Paul's",20m 10s,1210154,2024-04-21 11:38:00,2024-04-21 11:58:00
138731966,2024-04-21,"Godliman Street, St. Paul's",2024-04-21,"Godliman Street, St. Paul's",19m 8s,1148903,2024-04-21 11:38:00,2024-04-21 11:57:00
138731800,2024-04-21,"Bath Street, St. Luke's",2024-04-21,"Golden Lane, Barbican",3m 29s,209189,2024-04-21 11:30:00,2024-04-21 11:34:00
138731378,2024-04-21,"Golden Lane, Barbican",2024-04-21,"Bath Street, St. Luke's",2m 49s,169712,2024-04-21 11:12:00,2024-04-21 11:15:00
138730007,2024-04-21,"Godliman Street, St. Paul's",2024-04-21,"Godliman Street, St. Paul's",14s,14669,2024-04-21 10:11:00,2024-04-21 10:11:00
138729508,2024-04-21,"Bath Street, St. Luke's",2024-04-21,"Hampstead Road, Euston",22m 55s,1375267,2024-04-21 09:43:00,2024-04-21 10:06:00
138729065,2024-04-21,"Bath Street, St. Luke's",2024-04-21,"Bath Street, St. Luke's",2m 56s,176417,2024-04-21 09:14:00,2024-04-21 09:17:00
138728853,2024-04-21,"Stamford Street, South Bank",2024-04-21,"Hop Exchange, The Borough",6m 28s,388014,2024-04-21 08:57:00,2024-04-21 09:04:00
138728571,2024-04-21,"Gower Place , Euston",2024-04-21,"Hop Exchange, The Borough",15m 43s,943739,2024-04-21 08:26:00,2024-04-21 08:41:00
138727504,2024-04-21,"New Kent Road, The Borough",2024-04-21,"New Kent Road, The Borough",4m 10s,250323,2024-04-21 01:12:00,2024-04-21 01:16:00
138727506,2024-04-21,"New Kent Road, The Borough",2024-04-21,"New Kent Road, The Borough",3m 36s,216940,2024-04-21 01:12:00,2024-04-21 01:16:00
138727507,2024-04-21,"New Kent Road, The Borough",2024-04-21,"New Kent Road, The Borough",4m 20s,260732,2024-04-21 01:12:00,2024-04-21 01:16:00
138727370,2024-04-21,"Hop Exchange, The Borough",2024-04-21,"New Kent Road, The Borough",7m 27s,447647,2024-04-21 00:45:00,2024-04-21 00:52:00
138725825,2024-04-20,"Warwick Row, Westminster",2024-04-20,"Warwick Row, Westminster",8m 21s,501030,2024-04-20 21:25:00,2024-04-20 21:34:00
138724699,2024-04-20,"Bath Street, St. Luke's",2024-04-20,"Bath Street, St. Luke's",27m 31s,1651996,2024-04-20 19:59:00,2024-04-20 20:26:00
138724691,2024-04-20,"Bath Street, St. Luke's",2024-04-20,"Bath Street, St. Luke's",23m 46s,1426190,2024-04-20 19:58:00,2024-04-20 20:22:00
138724693,2024-04-20,"Bath Street, St. Luke's",2024-04-20,"Bath Street, St. Luke's",24m 20s,1460154,2024-04-20 19:58:00,2024-04-20 20:23:00
138724695,2024-04-20,"Bath Street, St. Luke's",2024-04-20,"Bath Street, St. Luke's",26m 39s,1599323,2024-04-20 19:58:00,2024-04-20 20:25:00
138724391,2024-04-20,"Gower Place , Euston",2024-04-20,"Gower Place , Euston",2s,2634,2024-04-20 19:43:00,2024-04-20 19:43:00
138724234,2024-04-20,"Bath Street, St. Luke's",2024-04-20,"Scala Street, Fitzrovia",18m 53s,1133953,2024-04-20 19:35:00,2024-04-20 19:54:00
138723531,2024-04-20,"Hop Exchange, The Borough",2024-04-20,"New Kent Road, The Borough",8m 14s,494116,2024-04-20 19:05:00,2024-04-20 19:13:00
138723519,2024-04-20,"Hop Exchange, The Borough",2024-04-20,"New Kent Road, The Borough",8m 41s,521279,2024-04-20 19:04:00,2024-04-20 19:13:00
138723527,2024-04-20,"Hop Exchange, The Borough",2024-04-20,"New Kent Road, The Borough",8m 37s,517602,2024-04-20 19:05:00,2024-04-20 19:13:00
138722489,2024-04-20,"Warwick Row, Westminster",2024-04-20,"Godliman Street, St. Paul's",27m 52s,1672561,2024-04-20 18:20:00,2024-04-20 18:48:00
138722301,2024-04-20,"Union Street, The Borough",2024-04-20,"Union Street, The Borough",7m 43s,463496,2024-04-20 18:12:00,2024-04-20 18:20:00
138721409,2024-04-20,"Milroy Walk, South Bank",2024-04-20,"New Kent Road, The Borough",8m 30s,510505,2024-04-20 17:39:00,2024-04-20 17:47:00
138720801,2024-04-20,"Godliman Street, St. Paul's",2024-04-20,"Godliman Street, St. Paul's",3s,3671,2024-04-20 17:17:00,2024-04-20 17:17:00
138720812,2024-04-20,"Godliman Street, St. Paul's",2024-04-20,"Godliman Street, St. Paul's",11s,11481,2024-04-20 17:17:00,2024-04-20 17:18:00
138720766,2024-04-20,"Godliman Street, St. Paul's",2024-04-20,"Godliman Street, St. Paul's",1m 6s,66807,2024-04-20 17:16:00,2024-04-20 17:17:00
138720768,2024-04-20,"Godliman Street, St. Paul's",2024-04-20,"Godliman Street, St. Paul's",38s,38400,2024-04-20 17:16:00,2024-04-20 17:17:00
138720550,2024-04-20,"Hop Exchange, The Borough",2024-04-20,"New Kent Road, The Borough",5m 32s,332255,2024-04-20 17:09:00,2024-04-20 17:15:00
138719047,2024-04-20,"Union Street, The Borough",2024-04-20,"Union Street, The Borough",6m 34s,394856,2024-04-20 16:15:00,2024-04-20 16:21:00
138717936,2024-04-20,"Tachbrook Street, Victoria",2024-04-20,"Bankside Mix, Bankside",33m 46s,2026058,2024-04-20 15:38:00,2024-04-20 16:12:00
138717923,2024-04-20,"Tachbrook Street, Victoria",2024-04-20,"Bankside Mix, Bankside",34m 31s,2071585,2024-04-20 15:37:00,2024-04-20 16:12:00
138716621,2024-04-20,"Tachbrook Street, Victoria",2024-04-20,"Bath Street, St. Luke's",47m 2s,2822958,2024-04-20 14:55:00,2024-04-20 15:42:00
138716599,2024-04-20,"Tachbrook Street, Victoria",2024-04-20,"Bath Street, St. Luke's",47m 59s,2879725,2024-04-20 14:54:00,2024-04-20 15:42:00
138716154,2024-04-20,"Milroy Walk, South Bank",2024-04-20,"Hop Exchange, The Borough",15m 38s,938226,2024-04-20 14:40:00,2024-04-20 14:55:00
138716079,2024-04-20,"Milroy Walk, South Bank",2024-04-20,"Hop Exchange, The Borough",18m 45s,1125879,2024-04-20 14:37:00,2024-04-20 14:55:00
138714419,2024-04-20,"Warwick Row, Westminster",2024-04-20,"Warwick Row, Westminster",20m 30s,1230411,2024-04-20 13:46:00,2024-04-20 14:06:00
138713208,2024-04-20,"Gower Place , Euston",2024-04-20,"Scala Street, Fitzrovia",3m 37s,217007,2024-04-20 13:03:00,2024-04-20 13:06:00
138712265,2024-04-20,"Bath Street, St. Luke's",2024-04-20,"Bath Street, St. Luke's",25m 11s,1511658,2024-04-20 12:30:00,2024-04-20 12:55:00
138712201,2024-04-20,"Bath Street, St. Luke's",2024-04-20,"Bath Street, St. Luke's",26m 46s,1606779,2024-04-20 12:29:00,2024-04-20 12:56:00
138712203,2024-04-20,"Bath Street, St. Luke's",2024-04-20,"Bath Street, St. Luke's",54s,54759,2024-04-20 12:29:00,2024-04-20 12:30:00
138712142,2024-04-20,"Union Street, The Borough",2024-04-20,"Union Street, The Borough",26s,26003,2024-04-20 12:26:00,2024-04-20 12:26:00
138711768,2024-04-20,"Bath Street, St. Luke's",2024-04-20,"Golden Lane, Barbican",2m 56s,176615,2024-04-20 12:14:00,2024-04-20 12:17:00
138711594,2024-04-20,"Hop Exchange, The Borough",2024-04-20,"New Kent Road, The Borough",6m 4s,364283,2024-04-20 12:09:00,2024-04-20 12:15:00
138711268,2024-04-20,"Bethnal Green Road, Shoreditch",2024-04-20,"Bethnal Green Road, Shoreditch",12m 24s,744512,2024-04-20 11:58:00,2024-04-20 12:11:00
138711135,2024-04-20,"Hop Exchange, The Borough",2024-04-20,"Hop Exchange, The Borough",52s,52990,2024-04-20 11:55:00,2024-04-20 11:56:00
138711144,2024-04-20,"Hop Exchange, The Borough",2024-04-20,"Hop Exchange, The Borough",33s,33600,2024-04-20 11:55:00,2024-04-20 11:55:00
138710173,2024-04-20,"Bankside Mix, Bankside",2024-04-20,"Bankside Mix, Bankside",46m 59s,2819406,2024-04-20 11:21:00,2024-04-20 12:08:00
138709944,2024-04-20,"Golden Lane, Barbican",2024-04-20,"Golden Lane, Barbican",51m 21s,3081350,2024-04-20 11:12:00,2024-04-20 12:04:00
138709704,2024-04-20,"Godliman Street, St. Paul's",2024-04-20,"Hop Exchange, The Borough",8m 3s,483153,2024-04-20 11:01:00,2024-04-20 11:09:00
138708875,2024-04-20,"Union Street, The Borough",2024-04-20,"Union Street, The Borough",49s,49097,2024-04-20 10:29:00,2024-04-20 10:29:00
138708830,2024-04-20,"Hop Exchange, The Borough",2024-04-20,"Milroy Walk, South Bank",5m 5s,305092,2024-04-20 10:27:00,2024-04-20 10:32:00
138708067,2024-04-20,"Milroy Walk, South Bank",2024-04-20,"Hop Exchange, The Borough",4m 54s,294629,2024-04-20 09:53:00,2024-04-20 09:58:00
138706929,2024-04-20,"Golden Lane, Barbican",2024-04-20,"Hop Exchange, The Borough",8m 47s,527230,2024-04-20 08:51:00,2024-04-20 09:00:00
138706734,2024-04-20,"Bankside Mix, Bankside",2024-04-20,"Milroy Walk, South Bank",1m 52s,112248,2024-04-20 08:39:00,2024-04-20 08:41:00
138705458,2024-04-20,"New Kent Road, The Borough",2024-04-20,"Hop Exchange, The Borough",6m 47s,407766,2024-04-20 01:30:00,2024-04-20 01:37:00
138704309,2024-04-19,"Stamford Street, South Bank",2024-04-19,"Hop Exchange, The Borough",7m 9s,429729,2024-04-19 22:23:00,2024-04-19 22:30:00
138704181,2024-04-19,"Bath Street, St. Luke's",2024-04-19,"Bath Street, St. Luke's",10m 12s,612583,2024-04-19 22:09:00,2024-04-19 22:19:00
138702526,2024-04-19,"Hop Exchange, The Borough",2024-04-19,"New Kent Road, The Borough",6m 7s,367828,2024-04-19 19:59:00,2024-04-19 20:05:00
138701910,2024-04-19,"Hop Exchange, The Borough",2024-04-19,"Hop Exchange, The Borough",1h 0m 49s,3649215,2024-04-19 19:30:00,2024-04-19 20:31:00
138699094,2024-04-19,"Bath Street, St. Luke's",2024-04-19,"Golden Lane, Barbican",2m 44s,164258,2024-04-19 17:54:00,2024-04-19 17:57:00
138698626,2024-04-19,"Bethnal Green Road, Shoreditch",2024-04-19,"Bethnal Green Road, Shoreditch",18s,18305,2024-04-19 17:38:00,2024-04-19 17:38:00
138696901,2024-04-19,"Union Street, The Borough",2024-04-19,"Tachbrook Street, Victoria",21m 51s,1311111,2024-04-19 16:47:00,2024-04-19 17:08:00
138696843,2024-04-19,"Warwick Row, Westminster",2024-04-19,"Bath Street, St. Luke's",20m 44s,1244561,2024-04-19 16:44:00,2024-04-19 17:05:00
138696786,2024-04-19,"New Kent Road, The Borough",2024-04-19,"Milroy Walk, South Bank",7m 24s,444289,2024-04-19 16:43:00,2024-04-19 16:50:00
138696400,2024-04-19,"Hop Exchange, The Borough",2024-04-19,"Hop Exchange, The Borough",20m 20s,1220761,2024-04-19 16:29:00,2024-04-19 16:49:00
138696353,2024-04-19,"Hop Exchange, The Borough",2024-04-19,"Union Street, The Borough",2m 22s,142788,2024-04-19 16:27:00,2024-04-19 16:30:00
138695453,2024-04-19,"Hop Exchange, The Borough",2024-04-19,"Godliman Street, St. Paul's",19m 38s,1178830,2024-04-19 15:49:00,2024-04-19 16:09:00
138694930,2024-04-19,"Hop Exchange, The Borough",2024-04-19,"Stamford Street, South Bank",6m 5s,365486,2024-04-19 15:23:00,2024-04-19 15:29:00
138692935,2024-04-19,"Godliman Street, St. Paul's",2024-04-19,"Godliman Street, St. Paul's",29m 24s,1764252,2024-04-19 13:34:00,2024-04-19 14:04:00
138691502,2024-04-19,"Warwick Row, Westminster",2024-04-19,"Tachbrook Street, Victoria",5m 5s,305013,2024-04-19 11:25:00,2024-04-19 11:30:00
138691431,2024-04-19,"Stamford Street, South Bank",2024-04-19,"Milroy Walk, South Bank",2m 31s,151323,2024-04-19 11:19:00,2024-04-19 11:22:00
138690401,2024-04-19,"Tachbrook Street, Victoria",2024-04-19,"Tachbrook Street, Victoria",9m 8s,548776,2024-04-19 10:12:00,2024-04-19 10:22:00
138690032,2024-04-19,"Golden Lane, Barbican",2024-04-19,"Golden Lane, Barbican",3m 35s,215799,2024-04-19 09:50:00,2024-04-19 09:54:00
138688790,2024-04-19,"Bankside Mix, Bankside",2024-04-19,"Bankside Mix, Bankside",12m 7s,727768,2024-04-19 08:59:00,2024-04-19 09:11:00
138688571,2024-04-19,"Bath Street, St. Luke's",2024-04-19,"Golden Lane, Barbican",4m 4s,244052,2024-04-19 08:53:00,2024-04-19 08:57:00
138688463,2024-04-19,"Hop Exchange, The Borough",2024-04-19,"Bankside Mix, Bankside",2m 16s,136040,2024-04-19 08:50:00,2024-04-19 08:52:00
138688000,2024-04-19,"Hampstead Road, Euston",2024-04-19,"Gower Place , Euston",3m 21s,201105,2024-04-19 08:39:00,2024-04-19 08:43:00
138684749,2024-04-19,"New Kent Road, The Borough",2024-04-19,"Hop Exchange, The Borough",4m 40s,280548,2024-04-19 06:26:00,2024-04-19 06:30:00
138682466,2024-04-18,"Bath Street, St. Luke's",2024-04-18,"Bath Street, St. Luke's",46m 9s,2769146,2024-04-18 20:45:00,2024-04-18 21:32:00
138682172,2024-04-18,"Golden Lane, Barbican",2024-04-18,"Golden Lane, Barbican",3m 36s,216268,2024-04-18 20:28:00,2024-04-18 20:31:00
138681968,2024-04-18,"Bankside Mix, Bankside",2024-04-18,"Hop Exchange, The Borough",3m 43s,223215,2024-04-18 20:16:00,2024-04-18 20:20:00
138681528,2024-04-18,"Bankside Mix, Bankside",2024-04-18,"Bankside Mix, Bankside",34s,34006,2024-04-18 19:54:00,2024-04-18 19:55:00
138680448,2024-04-18,"Hop Exchange, The Borough",2024-04-18,"Stamford Street, South Bank",8m 28s,508806,2024-04-18 19:13:00,2024-04-18 19:21:00
138679961,2024-04-18,"Bath Street, St. Luke's",2024-04-18,"Bath Street, St. Luke's",30m 15s,1815341,2024-04-18 18:59:00,2024-04-18 19:30:00
138679222,2024-04-18,"Godliman Street, St. Paul's",2024-04-18,"Warwick Row, Westminster",14m 23s,863879,2024-04-18 18:41:00,2024-04-18 18:55:00
138678918,2024-04-18,"Hop Exchange, The Borough",2024-04-18,"Hop Exchange, The Borough",1h 0m 8s,3608347,2024-04-18 18:35:00,2024-04-18 19:35:00
138678102,2024-04-18,"Hop Exchange, The Borough",2024-04-18,"Hop Exchange, The Borough",16m 17s,977360,2024-04-18 18:18:00,2024-04-18 18:34:00
138675945,2024-04-18,"Hop Exchange, The Borough",2024-04-18,"New Kent Road, The Borough",5m 42s,342558,2024-04-18 17:40:00,2024-04-18 17:45:00
138675868,2024-04-18,"Warwick Row, Westminster",2024-04-18,"Warwick Row, Westminster",26s,26944,2024-04-18 17:38:00,2024-04-18 17:39:00
138675187,2024-04-18,"Bath Street, St. Luke's",2024-04-18,"Bath Street, St. Luke's",58m 15s,3495310,2024-04-18 17:26:00,2024-04-18 18:24:00
138674224,2024-04-18,"Bankside Mix, Bankside",2024-04-18,"New Kent Road, The Borough",8m 59s,539089,2024-04-18 17:06:00,2024-04-18 17:15:00
138673806,2024-04-18,"Hop Exchange, The Borough",2024-04-18,"Milroy Walk, South Bank",7m 42s,462584,2024-04-18 16:57:00,2024-04-18 17:05:00
138672385,2024-04-18,"Stamford Street, South Bank",2024-04-18,"Stamford Street, South Bank",1h 5m 35s,3935371,2024-04-18 16:08:00,2024-04-18 17:14:00
138671668,2024-04-18,"Hampstead Road, Euston",2024-04-18,"Hampstead Road, Euston",57s,57002,2024-04-18 15:39:00,2024-04-18 15:40:00
138670073,2024-04-18,"Hop Exchange, The Borough",2024-04-18,"Godliman Street, St. Paul's",25m 51s,1551302,2024-04-18 14:22:00,2024-04-18 14:48:00
138670079,2024-04-18,"Hop Exchange, The Borough",2024-04-18,"Godliman Street, St. Paul's",25m 37s,1537486,2024-04-18 14:22:00,2024-04-18 14:48:00
138669780,2024-04-18,"Bankside Mix, Bankside",2024-04-18,"Stamford Street, South Bank",4m 6s,246481,2024-04-18 14:06:00,2024-04-18 14:10:00
138669762,2024-04-18,"Hop Exchange, The Borough",2024-04-18,"New Kent Road, The Borough",7m 26s,446807,2024-04-18 14:05:00,2024-04-18 14:13:00
138668951,2024-04-18,"Godliman Street, St. Paul's",2024-04-18,"Godliman Street, St. Paul's",41m 37s,2497197,2024-04-18 13:27:00,2024-04-18 14:08:00
138668896,2024-04-18,"Godliman Street, St. Paul's",2024-04-18,"Godliman Street, St. Paul's",44m 20s,2660172,2024-04-18 13:24:00,2024-04-18 14:08:00
138668901,2024-04-18,"Godliman Street, St. Paul's",2024-04-18,"Godliman Street, St. Paul's",45m 1s,2701670,2024-04-18 13:24:00,2024-04-18 14:09:00
138668676,2024-04-18,"New Kent Road, The Borough",2024-04-18,"Hop Exchange, The Borough",6m 57s,417675,2024-04-18 13:13:00,2024-04-18 13:20:00
138667798,2024-04-18,"Hop Exchange, The Borough",2024-04-18,"Stamford Street, South Bank",7m 56s,476000,2024-04-18 12:31:00,2024-04-18 12:39:00
138667811,2024-04-18,"Warwick Row, Westminster",2024-04-18,"Warwick Row, Westminster",26m 5s,1565079,2024-04-18 12:31:00,2024-04-18 12:58:00
138667778,2024-04-18,"Warwick Row, Westminster",2024-04-18,"Warwick Row, Westminster",28m 10s,1690876,2024-04-18 12:30:00,2024-04-18 12:58:00
138667797,2024-04-18,"Golden Lane, Barbican",2024-04-18,"Golden Lane, Barbican",16m 30s,990238,2024-04-18 12:31:00,2024-04-18 12:47:00
138667768,2024-04-18,"Bath Street, St. Luke's",2024-04-18,"Bethnal Green Road, Shoreditch",5m 32s,332155,2024-04-18 12:29:00,2024-04-18 12:35:00
138667672,2024-04-18,"Warwick Row, Westminster",2024-04-18,"Tachbrook Street, Victoria",3m 55s,235939,2024-04-18 12:25:00,2024-04-18 12:29:00
138665147,2024-04-18,"Tachbrook Street, Victoria",2024-04-18,"Golden Lane, Barbican",20m 25s,1225155,2024-04-18 10:05:00,2024-04-18 10:25:00
138664192,2024-04-18,"Bath Street, St. Luke's",2024-04-18,"Bankside Mix, Bankside",15m 19s,919656,2024-04-18 09:26:00,2024-04-18 09:42:00
